id_camara,LPR,id_camara LPR,Tipo,latitud,longitud
709,,709,Comun,"-38,016492","-57,5827392"
710,,710,Comun,"-37,999737","-57,5841185"
729,,729,Comun,"-37,960858","-57,5894493"
730,,730,Comun,"-37,959068","-57,5908165"
732,,732,Comun,"-37,958834","-57,5934307"
735,,735,Comun,"-37,958187","-57,6013107"
749,,749,Comun,"-38,041532","-57,5499763"
751,,751,Comun,"-37,984409","-57,6012339"
814,,814,Comun,"-38,014364","-57,5817033"
12,LPR 1,12 LPR 1,LPR ,"-38,044272","-57,5928084"
12,,12,Comun,"-38,044272","-57,5928084"
215,LPR 1 (SUR),215 LPR 1 (SUR),LPR ,"-38,008176","-57,6112381"
215,,215,Comun,"-38,008176","-57,6112381"
215,,215,Comun,"-38,008176","-57,6112381"
306,LPR,306 LPR,LPR,"-38,029826","-57,5343855"
306,,306,Comun,"-38,029826","-57,5343855"
306,,306,Comun,"-38,029826","-57,5343855"
339,LPR ,339 LPR ,LPR ,"-37,991873","-57,5909153"
339,,339,Comun,"-37,991873","-57,5909153"
339,,339,Comun,"-37,991873","-57,5909153"
436,LPR,436 LPR,LPR,"-37,998513","-57,546153"
436,,436,Comun,"-37,998513","-57,546153"
436,,436,Comun,"-37,998513","-57,546153"
472,LPR,472 LPR,LPR,"-38,012754","-57,6140272"
472,,472,Comun,"-38,012754","-57,6140272"
472,,472,Comun,"-38,012754","-57,6140272"
620,,620,Comun,"-37,986889","-57,5962509"
621,,621,Comun,"-38,017829","-57,6002855"
622,,622,Comun,"-37,996401","-57,6010993"
623,,623,Comun,"-37,992435","-57,6063614"
624,,624,Comun,"-38,029913","-57,5808377"
626,,626,Comun,"-38,059578","-57,5500827"
627,,627,Comun,"-38,060471","-57,5455228"
628,,628,Comun,"-38,06444","-57,5559099"
629,,629,Comun,"-38,034084","-57,5451864"
630,,630,Comun,"-38,033807","-57,5479475"
631,,631,Comun,"-37,9729","-57,5722735"
632,,632,Comun,"-37,974359","-57,5804727"
633,,633,Comun,"-38,009194","-57,6048542"
634,,634,Comun,"-38,005798","-57,5990888"
646,,646,Comun,"-37,974597","-57,5890884"
648,LPR (ACCESO B� ALFAR),648 LPR (ACCESO B� ALFAR),LPR ,"-38,099408","-57,5581061"
648,,648,Comun,"-38,099408","-57,5581061"
649,LPR,649 LPR,LPR,"-38,056516","-57,6109001"
651,,651,Comun,"-38,035426","-57,5858238"
654,,654,Comun,"-38,077622","-57,543899"
655,,655,Comun,"-38,036467","-57,5618611"
657,,657,Comun,"-38,053189","-57,5725697"
658,,658,Comun,"-38,066663","-57,5684027"
659,,659,Comun,"-38,034052","-57,5996198"
660,,660,Comun,"-38,079473","-57,5428746"
662,,662,Comun,"-37,997191","-57,6121601"
664,,664,Comun,"-38,001664","-57,5941266"
665,,665,Comun,"-37,958992","-57,6503713"
666,,666,Comun,"-38,043638","-57,5557705"
667,LPR 1 (NORTE),667 LPR 1 (NORTE),LPR ,"-38,028355","-57,5339843"
667,,667,Comun,"-38,028355","-57,5339843"
667,,667,Comun,"-38,028355","-57,5339843"
668,LPR 1 (NORTE),668 LPR 1 (NORTE),LPR,"-37,994757","-57,5939323"
668,LPR 2 (SUR) ,668 LPR 2 (SUR) ,LPR ,"-37,994757","-57,5939323"
668,,668,Comun,"-37,994757","-57,5939323"
668,,668,Comun,"-37,994757","-57,5939323"
671,,671,Comun,"-38,026928","-57,562511"
672,,672,Comun,"-38,028558","-57,6331811"
674,,674,Comun,"-38,050607","-57,6039517"
675,,675,Comun,"-38,047058","-57,5615176"
677,,677,Comun,"-38,022401","-57,568515"
678,,678,Comun,"-38,018043","-57,593152"
680,,680,Comun,"-37,988492","-57,6133896"
684,LPR 1 (NORTE),684 LPR 1 (NORTE),LPR ,"-37,933928","-57,5863428"
684,LPR 2 (SUR),684 LPR 2 (SUR),LPR,"-37,933928","-57,5863428"
684,,684,Comun,"-37,933928","-57,5863428"
684,,684,Comun,"-37,933928","-57,5863428"
685,,685,Comun,"-37,905494","-57,5236632"
689,,689,Comun,"-37,995249","-57,5973599"
690,,690,Comun,"-37,937779","-57,5902503"
692,,692,Comun,"-38,031494","-57,5503102"
693,,693,Comun,"-38,004052","-57,6168191"
338,,338,Comun,"-37,98501","-57,58599"
694,,694,Comun,"-38,026717","-57,5351605"
818,,818,Comun,"-37,944751","-57,5946623"
816,,816,Comun,"-38,03268","-57,5911692"
817,,817,Comun,"-37,986364","-57,5477995"
819,,819,Comun,"-37,925969","-57,5289474"
820,,820,Comun,"-37,998185","-57,549473"
697,,697,Comun,"-37,947737","-57,599928"
695,,695,Comun,"-37,941173","-57,6016822"
625,LPR 1 (ESTE),625 LPR 1 (ESTE),LPR,"-38,05784","-57,57544"
625,LPR 2 (OESTE),625 LPR 2 (OESTE),LPR ,"-38,05784","-57,57544"
625,,625,Comun,"-38,05784","-57,57544"
647,,647,Comun,"-38,056607","-57,5645945"
650,,650,Comun,"-38,061889","-57,5644535"
652,,652,Comun,"-38,027888","-57,57544"
656,,656,Comun,"-38,082719","-57,5561849"
660,,660,Comun,"-37,987632","-57,5882404"
661,LPR 1 (OESTE),661 LPR 1 (OESTE),LPR ,"-37,987541","-57,5881438"
669,,669,Comun,"-38,091942","-57,5564034"
670,,670,Comun,"-38,023245","-57,5948315"
676,,676,Comun,"-38,023194","-57,5897636"
679,,679,Comun,"-38,023378","-57,5867897"
681,,681,Comun,"-38,054695","-57,5958772"
686,,686,Comun,"-37,954798","-57,6014048"
688,,688,Comun,"-37,947508","-57,5758464"
691,,691,Comun,"-37,935686","-57,5557631"
696,,696,Comun,"-37,981505","-57,6047499"
698,,698,Comun,"-37,998952","-57,5899451"
699,,699,Comun,"-37,955815","-57,5528806"
391,,391,Comun,"-38,02922","-57,58346"
359,,359,Comun,"-38,03991","-57,56928"
467,,467,Comun,"-38,00571","-57,59577"
515,,515,Comun,"-37,93893","-57,58929"
527,,527,Comun,"-37,97193","-57,59261"
569,,569,Comun,"-37,911497","-57,743656"
714,,714,Comun,"-37,982466","-57,587039"
711,,711,Comun,"-37,99426","-57,58392"
712,,712,Comun,"-37,99033","-57,58071"
713,,713,Comun,"-37,98451","-57,58305"
727,,727,Comun,"-37,94464","-57,57497"
721,,721,Comun,"-37,96551","-57,56488"
722,,722,Comun,"-37,96779","-57,56254"
728,,728,Comun,"-37,95507","-57,58338"
731,,731,Comun,"-37,95565","-57,59086"
734,,734,Comun,"-37,95522","-57,59612"
736,,736,Comun,"-37,94846","-57,59634"
737,,737,Comun,"-37,95019","-57,60608"
738,,738,Comun,"-37,95919","-57,61931"
739,,739,Comun,"-37,96724","-57,60027"
740,,740,Comun,"-37,97023","-57,60683"
741,,741,Comun,"-37,97494","-57,60648"
742,,742,Comun,"-37,97825","-57,60908"
746,,746,Comun,"-37,96777","-57,61613"
748,,748,Comun,"-37,91375","-57,59331"
749,,749,Comun,"-38,04153","-57,54997"
750,,750,Comun,"-37,99145","-57,58727"
751,,751,Comun,"-37,9844","-57,60123"
752,,752,Comun,"-38,0001","-57,54323"
753,,753,Comun,"-38,23033","-57,73764"
814,,814,Comun,"-38,01436","-57,5817"
815,,815,Comun,"-38,02668","-57,61617"
